name,address,type
th08::GameWindow::WindowProc,0x442390,function
th08::GameWindow::InitD3DRendering,0x4424c0,function
th08::GameWindow::FormatD3DCapabilities,0x442a80,function
th08::GameWindow::FormatCapability,0x442ef0,function
th08::GameWindow::ResetRenderState,0x442f60,function
th08::GameWindow::CheckForRunningGameInstance,0x443420,function
th08::GameWindow::ActivateWindow,0x4436a0,function
th08::GameWindow::CalcExecutableChecksum,0x443730,function
th08::GameWindow::ResolveIt,0x443840,function
th08::GameErrorContext::ResetContext,0x443990,function
th08::GameErrorContext::Flush,0x4439c0,function
th08::Supervisor::IsHardwareBlendingDisabled,0x443a50,function
th08::Supervisor::IsVertexBufferDisabled,0x443a70,function
th08::Supervisor::Is16bitColorMode,0x443a90,function
th08::Supervisor::IsReferenceRasterizerMode,0x443ab0,function
th08::Supervisor::IsWindowed,0x443ad0,function
th08::AnmManager::ReleaseSurfaces,0x443af0,function
th08::AnmManager::TakeScreencaptures,0x443b60,function
th08::MidiDevice::MidiDevice,0x443c60,function
th08::MidiDevice::~MidiDevice,0x443c90,function
th08::MidiDevice::OpenDevice,0x443cb0,function
th08::MidiDevice::Close,0x443d10,function
th08::MidiDevice::SendLongMsg,0x443d50,function
th08::MidiDevice::SendShortMsg,0x443da0,function
th08::MidiTimer::MidiTimer,0x443df0,function
th08::MidiTimer::~MidiTimer,0x443e20,function
th08::MidiTimer::StartTimerImpl,0x443e50,function
th08::MidiTimer::StopTimerImpl,0x443ed0,function
th08::MidiTimer::DefaultTimerCallback,0x443f10,function
th08::MidiOutput::Ntohs,0x443f30,function
th08::MidiOutput::SkipVariableLength,0x443f50,function
th08::MidiOutput::MidiOutput,0x443fa0,function
th08::MidiOutput::~MidiOutput,0x444100,function
th08::MidiOutput::ReadFileData,0x4441a0,function
th08::MidiOutput::ReleaseFileData,0x444220,function
th08::MidiOutput::ClearTracks,0x444260,function
th08::MidiOutput::ParseFile,0x4442e0,function
th08::MidiOutput::Ntohl,0x4444e0,function
th08::MidiOutput::LoadFile,0x444510,function
th08::MidiOutput::LoadTracks,0x444550,function
th08::MidiOutput::Play,0x444620,function
th08::MidiOutput::StopPlayback,0x444680,function
th08::MidiOutput::UnprepareHeader,0x444700,function
th08::MidiOutput::SetFadeOut,0x4447d0,function
th08::MidiOutput::OnTimerElapsed,0x444820,function
th08::MidiOutput::ProcessMsg,0x444a90,function
th08::MidiOutput::FadeOutSetVolume,0x445340,function
th08::DummyMidiTimer::OnTimerElapsed,0x445400,function
th08::MidiTimer::StartTimer,0x445420,function
th08::MidiTimer::StopTimer,0x445440,function
th08::Supervisor::OnUpdate,0x445453,function
th08::Supervisor::Supervisor,0x445b7a,function
th08::Supervisor::DrawFpsCounter,0x445bc0,function
th08::Supervisor::OnDraw2,0x445bd4,function
th08::Supervisor::OnDraw3,0x445d3e,function
th08::Supervisor::ControllerCallback,0x445e3d,function
th08::Supervisor::RegisterChain,0x445ea7,function
th08::Supervisor::AddedCallback,0x445fa3,function
th08::Supervisor::LoadDat,0x4461a0,function
th08::Supervisor::CheckFps,0x446232,function
th08::Supervisor::StartupThread,0x4464c8,function
th08::Supervisor::SetupDInput,0x446a37,function
th08::Supervisor::EnumGameControllersCb,0x446cc7,function
th08::Supervisor::DeletedCallback,0x446d06,function
th08::AnmManager::ReleaseVertexBuffer,0x446f0b,function
th08::DummyMidiTimer::~DummyMidiTimer,0x446f42,function
th08::Supervisor::CalculateFps,0x446f53,function
th08::ZunTimer::Increment,0x447295,function
th08::ZunTimer::Decrement,0x44735b,function
th08::Supervisor::TickTimer,0x447421,function
th08::Supervisor::TakeSnapshot,0x44748f,function
th08::SoundPlayer::UpdateFades,0x447764,function
th08::Supervisor::LoadConfig,0x4477b1,function
th08::GameManager::FinalBClearedWithAllTeams,0x447d04,function
th08::Supervisor::LoadMusic,0x447d56,function
th08::Supervisor::PlayMusic,0x447e47,function
th08::Supervisor::PlayAudio,0x447f21,function
th08::Supervisor::StopAudio,0x448081,function
th08::Supervisor::FadeOutMusic,0x4480f8,function
th08::Supervisor::IsSlowModeEnabled,0x4481af,function
th08::Supervisor::EnableFog,0x4481df,function
th08::Supervisor::DisableFog,0x448229,function
th08::Supervisor::SetRenderState,0x448270,function
th08::Supervisor::UpdatePlayTime,0x4482a1,function
th08::Supervisor::UpdateGameTime,0x448418,function
th08::Supervisor::VerifyExeIntegrity,0x44858d,function
th08::Supervisor::ThreadStart,0x4486ba,function
th08::Supervisor::ThreadClose,0x44871b,function
th08::Supervisor::SetupLoadingVms,0x448790,function
th08::Supervisor::FUN_0044881a,0x44881a,function
th08::Supervisor::FUN_0044886f,0x44886f,function
th08::Supervisor::FUN_00448972,0x448972,function
th08::Supervisor::FUN_004489ca,0x4489ca,function
th08::Supervisor::InitializeCriticalSections,0x4489f9,function
th08::Supervisor::DeleteCriticalSections,0x448a2f,function
th08::MusicRoom::CheckInputEnable,0x448a65,function
th08::MusicRoom::ProcessInput,0x448b16,function
th08::MusicRoom::RegisterChain,0x449254,function
th08::MusicRoom::MusicRoom,0x449331,function
th08::MusicRoom::OnUpdate,0x449399,function
th08::MusicRoom::OnDraw,0x449487,function
th08::MusicRoom::AddedCallback,0x44970f,function
th08::TrackDescriptor::TrackDescriptor,0x449bee,function
th08::MusicRoom::DeletedCallback,0x449c0a,function
th08::Supervisor::IsMusicPreloadEnabled,0x449c79,function
th08::Player::Player,0x449ca0,function
FUN_00449e50,0x449e50,function
FUN_00449ea0,0x449ea0,function
FUN_00449ef0,0x449ef0,function
FUN_00449f50,0x449f50,function
FUN_00449f70,0x449f70,function
FUN_00449ff0,0x449ff0,function
FUN_0044a230,0x44a230,function
FUN_0044a360,0x44a360,function
FUN_0044a470,0x44a470,function
th08::Player::CalcItemBoxCollision,0x44a5a0,function
th08::Player::CalcLaserHitbox,0x44a6a0,function
FUN_0044a930,0x44a930,function
FUN_0044ab40,0x44ab40,function
th08::Player::FUN_0044aec0,0x44aec0,function
FUN_0044c1b0,0x44c1b0,function
th08::Player::RegisterChain,0x44c230,function
th08::Player::OnUpdate,0x44c390,function
th08::Player::FUN_0044c5b0,0x44c5b0,function
th08::Player::FUN_0044c650,0x44c650,function
FUN_0044cba0,0x44cba0,function
th08::Player::FUN_0044cbf0,0x44cbf0,function
FUN_0044d150,0x44d150,function
th08::Player::FUN_0044d180,0x44d180,function
th08::Player::FUN_0044d2c0,0x44d2c0,function
th08::Player::FUN_0044d420,0x44d420,function
th08::Player::OnDrawHighPrio,0x44d530,function
th08::Player::OnDrawLowPrio,0x44d630,function
th08::Player::AddedCallback,0x44d650,function
th08::Player::DeletedCallback,0x44dc60,function
th08::Player::CutChain,0x44dd10,function
th08::Player::LoadShtFile,0x44dd70,function
FUN_0044de60,0x44de60,function
FUN_0044df00,0x44df00,function
FUN_0044dfa0,0x44dfa0,function
FUN_0044e040,0x44e040,function
FUN_0044e0e0,0x44e0e0,function
FUN_0044e0f0,0x44e0f0,function
FUN_0044e120,0x44e120,function
th08::GameManager::SetYoukaiGauge,0x44e140,function
th08::GameManager::RandomizeAntiTamper,0x44e160,function
th08::GameManager::AddToDeaths,0x44e260,function
th08::GameManager::AddToBombsUsed,0x44e2e0,function
FUN_0044e350,0x44e350,function
FUN_0044e370,0x44e370,function
FUN_0044e3a0,0x44e3a0,function
FUN_0044e770,0x44e770,function
FUN_0044e8d0,0x44e8d0,function
FUN_0044e9e0,0x44e9e0,function
FUN_0044ea40,0x44ea40,function
FUN_0044eb70,0x44eb70,function
FUN_0044ee70,0x44ee70,function
FUN_0044f2d0,0x44f2d0,function
FUN_0044f5e0,0x44f5e0,function
FUN_0044f930,0x44f930,function
FUN_0044fb70,0x44fb70,function
FUN_0044fd80,0x44fd80,function
FUN_0044fdd0,0x44fdd0,function
FUN_0044fe20,0x44fe20,function
FUN_0044ffa0,0x44ffa0,function
FUN_00450080,0x450080,function
FUN_00450110,0x450110,function
FUN_004501b0,0x4501b0,function
FUN_00450240,0x450240,function
FUN_00450320,0x450320,function
FUN_00450580,0x450580,function
FUN_004505d0,0x4505d0,function
FUN_00450840,0x450840,function
FUN_00450ad0,0x450ad0,function
FUN_00450c50,0x450c50,function
FUN_00450ee0,0x450ee0,function
FUN_00450f60,0x450f60,function
th08::Player::FUN_00451150,0x451150,function
FUN_004512f0,0x4512f0,function
th08::Player::FUN_00451400,0x451400,function
th08::Player::FUN_00451500,0x451500,function
FUN_00451640,0x451640,function
FUN_00451670,0x451670,function
FUN_00451ce0,0x451ce0,function
FUN_00451d50,0x451d50,function
FUN_00451d90,0x451d90,function
FUN_00451f90,0x451f90,function
FUN_004522a0,0x4522a0,function
FUN_00452310,0x452310,function
FUN_00452490,0x452490,function
FUN_00452550,0x452550,function
FUN_004526c0,0x4526c0,function
FUN_00452830,0x452830,function
FUN_00452d60,0x452d60,function
FUN_00453080,0x453080,function
FUN_00453160,0x453160,function
FUN_004531a0,0x4531a0,function
th08::ReplayManager::SaveReplay,0x4531f0,function
sprintf,0x453b80,function
th08::Rng::SetSeed,0x453be0,function
th08::Rng::ResetGenerationCount,0x453c00,function
th08::Rng::GetSeed,0x453c20,function
th08::Supervisor::IsClearBackBufferOnRefreshEnabled,0x453c40,function
th08::GameManager::SetClockTime,0x453c60,function
th08::GameManager::GetDeaths,0x453c80,function
th08::GameManager::GetBombsUsed,0x453ca0,function
FUN_00453cc0,0x453cc0,function
th08::ResultScreen::GetStageName,0x453cd1,function
th08::ResultScreen::GetCharacterName,0x453cfa,function
th08::ResultScreen::WriteScore,0x453d0d,function
sprintf,0x454269,function
th08::ResultScreen::LogScoreDataToFile,0x454298,function
th08::ResultScreen::LinkScoreEx,0x454c59,function
th08::ResultScreen::FreeScore,0x454c87,function
th08::ResultScreen::HandleCategorySelectScreen,0x454cb2,function
th08::ResultScreen::SetState,0x4550b7,function
th08::ResultScreen::HandleHighScoreDifficultySelect,0x4550fc,function
th08::ResultScreen::HandleHighScoreCharacterSelect,0x45567d,function
th08::ResultScreen::HandleHighScoreScreen,0x455925,function
th08::ResultScreen::HandleSpellCardDifficultySelect,0x455a33,function
th08::ResultScreen::HandleSpellCardCharacterSelect,0x455cb0,function
th08::ResultScreen::HandleSpellCardScreen,0x455f6b,function
th08::ResultScreen::HandleResultKeyboard,0x45621e,function
th08::ResultScreen::FormatDate,0x456938,function
th08::ResultScreen::HandleReplaySaveKeyboard,0x45696f,function
th08::ResultScreen::CheckConfirmButton,0x4577e2,function
th08::ResultScreen::HandleOtherStatsScreen,0x4578aa,function
th08::ResultScreen::DrawFinalStats,0x457e00,function
th08::ResultScreen::RegisterChain,0x4582a0,function
th08::ResultScreen::ResultScreen,0x45842b,function
th08::ResultScreen::OnUpdate,0x4584b0,function
th08::ResultScreen::OnDraw,0x4586b4,function
th08::ResultScreen::AddedCallback,0x45964d,function
th08::ResultScreen::DeletedCallback,0x459fd2,function
th08::ResultScreen::`scalar deleting destructor',0x45a0b3,function
th08::ResultScreen::~ResultScreen,0x45a0dc,function
th08::ResultScreen::MoveCursor,0x45a0f4,function
th08::ResultScreen::MoveShotTypeCursor,0x45a1f3,function
th08::ResultScreen::MoveCursorHorizontally,0x45a2f2,function
th08::AnmManager::ReplaceSurface,0x45a3fd,function
th08::Catk::WasAttemptedWithShot,0x45a4a0,function
th08::ScoreListNode::ScoreListNode,0x45a4dc,function
th08::ScoreDat::LinkScore,0x45a500,function
th08::ScoreDat::FreeAllScores,0x45a5a0,function
th08::ScoreDat::OpenScore,0x45a5e0,function
th08::ScoreDat::GetHighScore,0x45a950,function
th08::ScoreDat::ParseCATK,0x45aac0,function
th08::ScoreDat::ParseLSNM,0x45ab70,function
th08::ScoreDat::ParseFLSP,0x45ac00,function
th08::ScoreDat::ParseCLRD,0x45ac90,function
th08::ScoreDat::ParsePSCR,0x45ae00,function
th08::ScoreDat::ParsePLST,0x45af30,function
th08::ScoreDat::ReleaseScore,0x45afc0,function
th08::ScreenEffect::ScreenEffect,0x45b000,function
th08::ScreenEffect::Clear,0x45b020,function
th08::ScreenEffect::SetViewport,0x45b0e0,function
th08::ScreenEffect::CalcFadeIn,0x45b160,function
th08::ScreenEffect::DrawSquare,0x45b1e0,function
th08::ScreenEffect::DrawSquareShaded,0x45b490,function
th08::ScreenEffect::CalcFadeOut,0x45b760,function
FUN_0045b800,0x45b800,function
th08::ScreenEffect::RegisterChain,0x45b8b0,function
th08::ScreenEffect::DrawFullFade,0x45bb50,function
FUN_0045bbf0,0x45bbf0,function
th08::ScreenEffect::DrawArcadeFade,0x45bc40,function
FUN_0045bc90,0x45bc90,function
FUN_0045bd70,0x45bd70,function
th08::ScreenEffect::CalcShake,0x45bdc0,function
FUN_0045bf10,0x45bf10,function
FUN_0045c0e0,0x45c0e0,function
FUN_0045c100,0x45c100,function
FUN_0045c160,0x45c160,function
th08::SoundPlayer::InitializeDSound,0x45c190,function
th08::CSoundManager::`scalar deleting destructor',0x45c480,function
th08::SoundPlayer::Release,0x45c4b0,function
th08::SoundPlayer::GetFmtIndexByName,0x45c6b0,function
th08::SoundPlayer::LoadSound,0x45c8c0,function
th08::SoundPlayer::GetWavFormatData,0x45cbc0,function
th08::SoundPlayer::LoadFmt,0x45cc30,function
th08::SoundPlayer::StartBGM,0x45cc70,function
th08::SoundPlayer::ReopenBGM,0x45ce00,function
th08::SoundPlayer::PreloadBGM,0x45ce70,function
th08::SoundPlayer::LoadBGM,0x45d0f0,function
th08::SoundPlayer::StopBGM,0x45d2d0,function
th08::SoundPlayer::InitSoundBuffers,0x45d3f0,function
th08::SoundPlayer::PlaySoundByIdx,0x45d550,function
th08::SoundPlayer::PlaySoundPositionedByIdx,0x45d660,function
th08::SoundPlayer::ProcessQueues,0x45d790,function
th08::SoundPlayer::BGMPlayerThread,0x45e0f0,function
th08::SoundPlayer::QueueCommand,0x45e1e0,function
th08::CWaveFile::GetFormat,0x45e2d0,function
th08::CSoundManager::GetDirectSound,0x45e2f0,function
th08::CSound::GetWaveFile,0x45e300,function
th08::SoundPlayer::SoundPlayer,0x45e320,function
th08::SoundPlayer::FreePreloadedBGM,0x45e370,function
th08::SoundPlayer::FadeOut,0x45e3c0,function
th08::CStreamingSound::FadeOut,0x45e3f0,function
th08::AnmLoaded::SetSprite,0x45e430,function
th08::AnmLoaded::SetAndExecuteScript,0x45e580,function
th08::AnmVm::GetFloatVar,0x45e650,function
th08::AnmVm::GetIntVar,0x45e720,function
th08::AnmVm::GetFloatVarPtr,0x45e810,function
th08::AnmVm::GetIntVarPtr,0x45e8a0,function
th08::AnmManager::DrawPlayerBullet,0x45e960,function
th08::AnmManager::ExecuteScript,0x45ea00,function
FUN_00462210,0x462210,function
FUN_00462230,0x462230,function
FUN_00462250,0x462250,function
FUN_00462270,0x462270,function
th08::AnmManager::FUN_004622c0,0x4622c0,function
th08::AnmManager::ExecuteScriptOnVmArray,0x462310,function
FUN_00462360,0x462360,function
th08::AnmManager::SetRenderStateForVm3D,0x4623c0,function
th08::MixColors,0x462750,function
th08::AnmManager::SetRenderStateForVm,0x462790,function
th08::AnmManager::DrawInner,0x4628b0,function
th08::AnmManager::ClearVertexBuffer,0x462e00,function
th08::AnmManager::FlushVertexBuffer,0x462e40,function
th08::AnmManager::AddSpriteToDrawBuffer,0x462f10,function
th08::AnmManager::DrawNoRotation,0x462ff0,function
th08::AnmManager::TranslateRotation,0x4631d0,function
th08::AnmManager::Draw2D,0x463210,function
th08::AnmManager::FUN_00463470,0x463470,function
th08::AnmManager::DrawNoRotationNoRound,0x463800,function
th08::AnmManager::FUN_004639e0,0x4639e0,function
th08::AnmManager::FUN_00463cf0,0x463cf0,function
th08::AnmManager::TransformVerticesWorld,0x463d60,function
th08::AnmManager::FUN_00464070,0x464070,function
th08::AnmManager::TransformVerticesWorld,0x4640e0,function
th08::AnmManager::DrawWithCallback,0x464400,function
th08::AnmManager::Draw3D,0x464470,function
FUN_004649a0,0x4649a0,function
FUN_00464b00,0x464b00,function
FUN_00464c60,0x464c60,function
th08::AnmManager::FUN_00464dd0,0x464dd0,function
FUN_00464ec0,0x464ec0,function
th08::AnmManager::AnmManager,0x465070,function
th08::AnmManager::SetupVertexBuffer,0x465250,function
th08::GetAnmFormat,0x465510,function
th08::AnmManager::CreateTextureFromFile,0x465570,function
th08::AnmManager::CreateTextureFromAnm,0x4655e0,function
th08::AnmManager::CreateEmptyTexture,0x4657c0,function
th08::AnmManager::LoadAnm,0x465800,function
th08::AnmManager::ReadAnmEntries,0x465860,function
th08::AnmManager::PreloadAnm,0x465a40,function
th08::AnmManager::LoadExternalTextureData,0x465ac0,function
th08::AnmManager::PostloadAnmEntry,0x465ba0,function
th08::AnmManager::LoadTextureData,0x465cc0,function
th08::AnmManager::ServicePreloadedAnims,0x466000,function
th08::AnmManager::ReleaseAnm,0x466060,function
th08::AnmManager::ReleaseAnmEntry,0x466160,function
th08::AnmLoaded::LoadSprite,0x4661b0,function
FUN_00466310,0x466310,function
th08::AnmManager::DrawVmTextFmt,0x4663b0,function
FUN_004664a0,0x4664a0,function
FUN_00466650,0x466650,function
th08::AnmManager::LoadSurface,0x4667c0,function
th08::AnmManager::LoadSurface2,0x466a60,function
th08::AnmManager::ReleaseSurface,0x466ae0,function
th08::AnmManager::CopySurfaceToBackbuffer,0x466bb0,function
th08::AnmManager::FUN_00466d70,0x466d70,function
th08::AnmManager::CaptureToTexture,0x466f20,function
th08::AnmManager::FUN_00467040,0x467040,function
th08::AnmManager::CaptureToSurface,0x467180,function
th08::Title::OnUpdate,0x467399,function
FUN_004674e0,0x4674e0,function
FUN_0046837b,0x46837b,function
FUN_004694c3,0x4694c3,function
FUN_0046950b,0x46950b,function
FUN_00469636,0x469636,function
FUN_00469fa9,0x469fa9,function
FUN_0046a071,0x46a071,function
FUN_0046a625,0x46a625,function
FUN_0046adb0,0x46adb0,function
FUN_0046b174,0x46b174,function
FUN_0046bbc0,0x46bbc0,function
FUN_0046cbbb,0x46cbbb,function
FUN_0046d763,0x46d763,function
FUN_0046d7f9,0x46d7f9,function
FUN_0046e136,0x46e136,function
FUN_0046ef8d,0x46ef8d,function
FUN_0046f429,0x46f429,function
FUN_0046f5cb,0x46f5cb,function
th08::GameManager::FUN_0046fd5f,0x46fd5f,function
FUN_0046fdc2,0x46fdc2,function
FUN_0046ffc0,0x46ffc0,function
FUN_0047030b,0x47030b,function
FUN_00470424,0x470424,function
FUN_0047052d,0x47052d,function
th08::Title::OnDraw,0x47087f,function
th08::Supervisor::InitTitle,0x470a6c,function
th08::Supervisor::FUN_00470dd5,0x470dd5,function
th08::Supervisor::TitleSetupThread,0x470e10,function
FUN_00471181,0x471181,function
FUN_00471400,0x471400,function
th08::Title::RegisterChain,0x47146d,function
th08::Title::Title,0x471586,function
th08::Title::AddedCallback,0x471651,function
th08::Title::DeletedCallback,0x471662,function
th08::CSoundManager::CSoundManager,0x4716e0,function
th08::CSoundManager::~CSoundManager,0x471700,function
th08::CSoundManager::Initialize,0x471730,function
th08::CSoundManager::SetPrimaryBufferFormat,0x4717c0,function
th08::CSoundManager::CreateStreaming,0x4718d0,function
th08::CWaveFile::`scalar deleting destructor',0x471c10,function
th08::CSoundManager::CreateStreamingFromMemory,0x471c40,function
th08::CSound::CSound,0x471f60,function
th08::CSound::`scalar deleting destructor',0x472040,function
th08::CStreamingSound::InitSoundBuffers,0x472070,function
th08::CSound::~CSound,0x4722d0,function
th08::CSound::FillBufferWithSound,0x4723b0,function
th08::CSound::RestoreBuffer,0x4725a0,function
th08::CSound::GetFreeBuffer,0x472650,function
th08::CSound::GetBuffer,0x472710,function
th08::CSound::Play,0x472750,function
th08::CSound::SetVolume,0x472840,function
th08::CSound::Stop,0x4728e0,function
th08::CSound::Pause,0x472990,function
th08::CSound::Unpause,0x4729e0,function
th08::CSound::Reset,0x472a30,function
th08::CStreamingSound::CStreamingSound,0x472aa0,function
th08::CStreamingSound::`scalar deleting destructor',0x472b00,function
th08::CStreamingSound::~CStreamingSound,0x472b30,function
th08::CStreamingSound::UpdateFadeOut,0x472b50,function
th08::CStreamingSound::UpdateFadeIn,0x472be0,function
th08::CStreamingSound::UpdatePartialFadeIn,0x472c50,function
th08::CStreamingSound::UpdatePartialFadeOut,0x472cc0,function
th08::CStreamingSound::HandleWaveStreamNotification,0x472d30,function
th08::CStreamingSound::Reset,0x473120,function
th08::CWaveFile::CWaveFile,0x4731f0,function
th08::CWaveFile::~CWaveFile,0x473230,function
th08::CWaveFile::Open,0x473250,function
th08::CWaveFile::Reopen,0x473300,function
th08::CWaveFile::OpenFromMemory,0x473360,function
th08::CWaveFile::GetSize,0x4733c0,function
th08::CWaveFile::ResetFile,0x4733e0,function
th08::CWaveFile::Read,0x473530,function
th08::CWaveFile::Close,0x473680,function
th08::CPbgFile::CPbgFile,0x4736c0,function
th08::CPbgFile::`scalar deleting destructor',0x473700,function
th08::CPbgFile::~CPbgFile,0x473730,function
th08::CPbgFile::Open,0x473790,function
th08::CPbgFile::Close,0x4738e0,function
th08::CPbgFile::Read,0x473920,function
th08::CPbgFile::Write,0x473970,function
th08::CPbgFile::Tell,0x4739c0,function
th08::CPbgFile::GetSize,0x4739f0,function
th08::CPbgFile::Seek,0x473a20,function
th08::CPbgFile::ReadWholeFile,0x473a60,function
th08::CPbgFile::GetFullFilePath,0x473b40,function
th08::IPbgFile::IPbgFile,0x473c40,function
th08::IPbgFile::~IPbgFile,0x473c60,function
th08::IPbgFile::`scalar deleting destructor',0x473c80,function
th08::Lzss::Encode,0x473cb0,function
th08::Lzss::Decode,0x4740e0,function
th08::Lzss::InitTree,0x474450,function
th08::Lzss::InitEncoderState,0x4744a0,function
th08::Lzss::AddString,0x474520,function
th08::Lzss::DeleteString,0x474640,function
th08::Lzss::ContractNode,0x4746d0,function
th08::Lzss::ReplaceNode,0x474760,function
th08::Lzss::FindNextNode,0x474820,function
th08::PbgArchive::PbgArchive,0x474860,function
th08::PbgArchive::~PbgArchive,0x4748a0,function
th08::PbgArchive::Load,0x4748c0,function
th08::PbgArchive::Release,0x4749b0,function
th08::PbgArchiveEntry::`vector deleting destructor',0x474a80,function
th08::PbgArchive::ReadDecompressEntry,0x474af0,function
th08::PbgArchive::GetEntryDecompressedSize,0x474c40,function
th08::PbgArchive::FindEntry,0x474c70,function
th08::PbgArchive::ParseHeader,0x474ce0,function
th08::PbgArchive::AllocEntries,0x474fa0,function
th08::PbgArchive::CopyFileName,0x475150,function
th08::CPbgFile::ReadInt,0x4751e0,function
th08::PbgArchive::SeekPastInt,0x475200,function
th08::PbgArchive::SeekPastString,0x475220,function
th08::PbgArchiveEntry::~PbgArchiveEntry,0x475270,function
DINPUT8.DLL::DirectInput8Create,0x476ce0,function
DSOUND.DLL::Ordinal_11,0x476ce6,function
D3D8.DLL::Direct3DCreate8,0x476cec,function
WithinEpsilon,0x476cf2,function
D3DXVec2Hermite,0x476d1f,function
D3DXVec2CatmullRom,0x476dad,function
D3DXVec2BaryCentric,0x476e5c,function
D3DXVec3Normalize,0x476e9f,function
D3DXVec3Hermite,0x476ea5,function
D3DXVec3CatmullRom,0x476f53,function
FUN_00477024,0x477024,function
FUN_00477081,0x477081,function
thunk_FUN_0047a349,0x47710c,function
D3DXVec3Project,0x477178,function
FUN_0047717e,0x47717e,function
FUN_0047726e,0x47726e,function
FUN_0047733f,0x47733f,function
FUN_00477432,0x477432,function
FUN_004774a9,0x4774a9,function
FUN_00477548,0x477548,function
D3DXMatrixMultiply,0x477612,function
FUN_00477618,0x477618,function
thunk_FUN_0047984f,0x47784e,function
FUN_00477854,0x477854,function
FUN_004778c1,0x4778c1,function
thunk_FUN_00479867,0x477af7,function
FUN_00477afd,0x477afd,function
FUN_00477ee6,0x477ee6,function
D3DXMatrixRotationX,0x477f42,function
FUN_00477f48,0x477f48,function
D3DXMatrixRotationY,0x477fc2,function
FUN_00477fc8,0x477fc8,function
D3DXMatrixRotationZ,0x478043,function
FUN_00478049,0x478049,function
FUN_004780c5,0x4780c5,function
thunk_FUN_0047993d,0x4781c7,function
FUN_004781cd,0x4781cd,function
FUN_004782af,0x4782af,function
D3DXMatrixLookAtLH,0x478395,function
D3DXMatrixPerspectiveFovLH,0x4784dd,function
FUN_00478571,0x478571,function
FUN_0047860e,0x47860e,function
FUN_00478742,0x478742,function
thunk_FUN_00479e2c,0x47879e,function
FUN_004787a4,0x4787a4,function
thunk_FUN_00479e59,0x47887d,function
FUN_00478883,0x478883,function
thunk_FUN_00479e71,0x478919,function
FUN_0047891f,0x47891f,function
FUN_004789d3,0x4789d3,function
FUN_00478a57,0x478a57,function
thunk_FUN_00479e7d,0x478af8,function
FUN_00478afe,0x478afe,function
FUN_00478be1,0x478be1,function
FUN_00478c38,0x478c38,function
thunk_FUN_0047a2d1,0x478cc3,function
FUN_00478cc9,0x478cc9,function
FUN_00478d6d,0x478d6d,function
FUN_00478e47,0x478e47,function
FUN_00478ee9,0x478ee9,function
FUN_00478f88,0x478f88,function
FUN_00479015,0x479015,function
FUN_0047903e,0x47903e,function
FUN_00479067,0x479067,function
FUN_00479095,0x479095,function
FUN_00479100,0x479100,function
FUN_00479180,0x479180,function
FUN_004791bc,0x4791bc,function
FUN_0047925c,0x47925c,function
FUN_00479285,0x479285,function
FUN_004792ae,0x4792ae,function
FUN_004792e8,0x4792e8,function
FUN_004793b3,0x4793b3,function
FUN_00479540,0x479540,function
FUN_004796f2,0x4796f2,function
FUN_004797ab,0x4797ab,function
FUN_004797d4,0x4797d4,function
FUN_004797fd,0x4797fd,function
D3DXMatrixMultiply,0x479843,function
FUN_0047984f,0x47984f,function
FUN_00479867,0x479867,function
D3DXMatrixRotationX,0x4798cd,function
D3DXMatrixRotationY,0x4798e8,function
D3DXMatrixRotationZ,0x479903,function
FUN_0047993d,0x47993d,function
FUN_00479949,0x479949,function
FUN_00479982,0x479982,function
FUN_00479c36,0x479c36,function
FUN_00479c5c,0x479c5c,function
FUN_00479d36,0x479d36,function
FUN_00479e2c,0x479e2c,function
FUN_00479e59,0x479e59,function
FUN_00479e71,0x479e71,function
FUN_00479e7d,0x479e7d,function
FUN_00479ea0,0x479ea0,function
FUN_00479ec9,0x479ec9,function
FUN_0047a2a3,0x47a2a3,function
FUN_0047a2d1,0x47a2d1,function
FUN_0047a33d,0x47a33d,function
FUN_0047a349,0x47a349,function
D3DXVec3Project,0x47a355,function
FUN_0047a365,0x47a365,function
FUN_0047a3a2,0x47a3a2,function
FUN_0047a3ca,0x47a3ca,function
FUN_0047a3da,0x47a3da,function
FUN_0047a3fe,0x47a3fe,function
FUN_0047a473,0x47a473,function
FUN_0047a555,0x47a555,function
FUN_0047a586,0x47a586,function
FUN_0047a668,0x47a668,function
FUN_0047a73b,0x47a73b,function
FUN_0047aa65,0x47aa65,function
D3DXCreateTexture,0x47aa8d,function
D3DXLoadSurfaceFromFileInMemory,0x47aaf3,function
D3DXLoadSurfaceFromSurface,0x47abab,function
FUN_0047ad51,0x47ad51,function
FUN_0047add7,0x47add7,function
FUN_0047b0bb,0x47b0bb,function
D3DXCreateTextureFromFileInMemoryEx,0x47b72e,function
FUN_0047b76e,0x47b76e,function
FUN_0047b7ca,0x47b7ca,function
FUN_0047b7ef,0x47b7ef,function
FUN_0047b89f,0x47b89f,function
Catch@0047b8d9,0x47b8d9,function
FUN_0047b8e5,0x47b8e5,function
FUN_0047b944,0x47b944,function
FUN_0047ba21,0x47ba21,function
FUN_0047badd,0x47badd,function
FUN_0047baf6,0x47baf6,function
FUN_0047bb4f,0x47bb4f,function
FUN_0047bb6b,0x47bb6b,function
FUN_0047c281,0x47c281,function
FUN_0047c2c3,0x47c2c3,function
FUN_0047c523,0x47c523,function
FUN_0047c9ca,0x47c9ca,function
FUN_0047cc9f,0x47cc9f,function
FUN_0047d235,0x47d235,function
